(-0.00649216,-0.277599)
(-0.0105132,-0.277498)
(-0.0145332,-0.277337)
(-0.0185513,-0.277117)
(-0.0225665,-0.276837)
(-0.0265779,-0.276497)
(-0.0305845,-0.276097)
(-0.0345853,-0.275637)
(-0.0385793,-0.275118)
(-0.0425655,-0.274539)
(-0.0465431,-0.2739)
(-0.0505111,-0.273202)
(-0.0544684,-0.272445)
(-0.0584141,-0.27163)
(-0.0623473,-0.270755)
(-0.066267,-0.269821)
(-0.0701723,-0.26883)
(-0.0740622,-0.26778)
(-0.0779357,-0.266672)
(-0.081792,-0.265507)
(-0.0856301,-0.264284)
(-0.0894491,-0.263004)
(-0.0932481,-0.261668)
(-0.0970262,-0.260276)
(-0.100782,-0.258827)
(-0.104516,-0.257323)
(-0.108226,-0.255764)
(-0.111912,-0.254151)
(-0.115572,-0.252483)
(-0.119206,-0.250761)
(-0.122813,-0.248986)
(-0.126392,-0.247158)
(-0.129943,-0.245278)
(-0.133464,-0.243346)
(-0.136955,-0.241363)
(-0.140415,-0.239328)
(-0.143843,-0.237244)
(-0.147238,-0.23511)
(-0.150601,-0.232927)
(-0.153929,-0.230696)
(-0.157223,-0.228417)
(-0.160481,-0.226091)
(-0.163703,-0.223717)
(-0.166888,-0.221298)
(-0.170036,-0.218834)
(-0.173146,-0.216325)
(-0.176217,-0.213772)
(-0.179249,-0.211176)
(-0.182241,-0.208537)
(-0.185192,-0.205856)
(-0.188103,-0.203134)
(-0.190971,-0.200371)
(-0.193798,-0.197569)
(-0.196582,-0.194727)
(-0.199323,-0.191847)
(-0.20202,-0.188929)
(-0.204673,-0.185974)
(-0.207281,-0.182983)
(-0.209844,-0.179956)
(-0.212362,-0.176895)
(-0.214834,-0.1738)
(-0.21726,-0.170671)
(-0.219639,-0.16751)
(-0.221971,-0.164317)
(-0.224255,-0.161093)
(-0.226492,-0.157838)
(-0.228681,-0.154554)
(-0.230821,-0.151242)
(-0.232913,-0.147901)
(-0.234955,-0.144533)
(-0.236949,-0.141138)
(-0.238892,-0.137718)
(-0.240786,-0.134273)
(-0.24263,-0.130803)
(-0.244424,-0.127309)
(-0.246167,-0.123793)
(-0.247859,-0.120255)
(-0.2495,-0.116695)
(-0.251091,-0.113115)
(-0.25263,-0.109515)
(-0.254118,-0.105896)
(-0.255554,-0.102258)
(-0.256938,-0.0986022)
(-0.258271,-0.0949296)
(-0.259551,-0.0912408)
(-0.26078,-0.0875363)
(-0.261956,-0.083817)
(-0.26308,-0.0800835)
(-0.264151,-0.0763365)
(-0.26517,-0.0725767)
(-0.266137,-0.0688049)
(-0.267051,-0.0650216)
(-0.267912,-0.0612277)
(-0.26872,-0.0574237)
(-0.269475,-0.0536103)
(-0.270178,-0.0497883)
(-0.270828,-0.0459583)
(-0.271425,-0.042121)
(-0.271968,-0.038277)
(-0.272459,-0.034427)
(-0.272897,-0.0305716)
(-0.273282,-0.0267116)
(-0.273614,-0.0228476)
(-0.273892,-0.0189802)
(-0.274118,-0.0151101)
(-0.274291,-0.0112379)
(-0.27441,-0.00736436)
(-0.274477,-0.00349002)
(-0.27449,0.000384442)
(-0.274451,0.00425838)
(-0.274359,0.00813115)
(-0.274214,0.0120021)
(-0.274016,0.0158706)
(-0.273765,0.019736)
(-0.273461,0.0235977)
(-0.273104,0.027455)
(-0.272695,0.0313073)
(-0.272233,0.035154)
(-0.271719,0.0389943)
(-0.271152,0.0428277)
(-0.270532,0.0466535)
(-0.269861,0.0504711)
(-0.269136,0.0542798)
(-0.26836,0.058079)
(-0.267531,0.061868)
(-0.26665,0.0656462)
(-0.265718,0.069413)
(-0.264733,0.0731676)
(-0.263697,0.0769094)
(-0.262608,0.0806378)
(-0.261469,0.0843522)
(-0.260278,0.0880517)
(-0.259035,0.0917359)
(-0.257741,0.0954039)
(-0.256397,0.0990552)
(-0.255001,0.102689)
(-0.253554,0.106305)
(-0.252057,0.109902)
(-0.25051,0.113479)
(-0.248912,0.117037)
(-0.247264,0.120573)
(-0.245567,0.124088)
(-0.243819,0.127581)
(-0.242022,0.131051)
(-0.240176,0.134498)
(-0.238281,0.13792)
(-0.236337,0.141317)
(-0.234344,0.144688)
(-0.232303,0.148033)
(-0.230215,0.151351)
(-0.228078,0.154642)
(-0.225894,0.157903)
(-0.223663,0.161136)
(-0.221384,0.164338)
(-0.21906,0.16751)
(-0.216689,0.170651)
(-0.214272,0.17376)
(-0.21181,0.176836)
(-0.209303,0.179878)
(-0.206751,0.182886)
(-0.204155,0.18586)
(-0.201515,0.188798)
(-0.198831,0.1917)
(-0.196105,0.194564)
(-0.193336,0.197391)
(-0.190524,0.20018)
(-0.187672,0.20293)
(-0.184777,0.20564)
(-0.181843,0.208309)
(-0.178868,0.210938)
(-0.175854,0.213524)
(-0.172801,0.216069)
(-0.169709,0.21857)
(-0.166579,0.221027)
(-0.163413,0.22344)
(-0.160209,0.225808)
(-0.15697,0.228131)
(-0.153695,0.230407)
(-0.150386,0.232636)
(-0.147042,0.234818)
(-0.143665,0.236952)
(-0.140256,0.239037)
(-0.136814,0.241072)
(-0.133341,0.243058)
(-0.129838,0.244994)
(-0.126305,0.246878)
(-0.122743,0.248711)
(-0.119153,0.250492)
(-0.115535,0.252221)
(-0.111891,0.253896)
(-0.108221,0.255519)
(-0.104526,0.257087)
(-0.100807,0.258601)
(-0.097064,0.26006)
(-0.093299,0.261464)
(-0.0895124,0.262812)
(-0.0857051,0.264104)
(-0.081878,0.26534)
(-0.0780319,0.266519)
(-0.0741678,0.267641)
(-0.0702866,0.268705)
(-0.0663891,0.269712)
(-0.0624764,0.270661)
(-0.0585493,0.271552)
(-0.0546089,0.272384)
(-0.0506559,0.273157)
(-0.0466914,0.273871)
(-0.0427164,0.274526)
(-0.0387317,0.275122)
(-0.0347384,0.275658)
(-0.0307374,0.276135)
(-0.0267298,0.276552)
(-0.0227163,0.276908)
(-0.0186981,0.277205)
(-0.0146761,0.277442)
(-0.0106513,0.277619)
(-0.00662464,0.277736)
(-0.00259711,0.277793)
(0.00143033,0.27779)
(0.0054567,0.277726)
(0.00948102,0.277603)
(0.0135023,0.27742)
(0.0175197,0.277177)
(0.0215321,0.276874)
(0.0255386,0.276512)
(0.0295383,0.27609)
(0.0335301,0.275609)
(0.0375133,0.275068)
(0.0414867,0.274469)
(0.0454496,0.273812)
(0.0494009,0.273095)
(0.0533398,0.272321)
(0.0572654,0.271489)
(0.0611766,0.270599)
(0.0650728,0.269651)
(0.0689529,0.268647)
(0.0728161,0.267586)
(0.0766615,0.266469)
(0.0804883,0.265296)
(0.0842956,0.264067)
(0.0880826,0.262782)
(0.0918484,0.261444)
(0.0955923,0.26005)
(0.0993135,0.258603)
(0.103011,0.257102)
(0.106684,0.255549)
(0.110333,0.253942)
(0.113955,0.252284)
(0.117551,0.250574)
(0.121119,0.248812)
(0.12466,0.247001)
(0.128171,0.245139)
(0.131654,0.243227)
(0.135106,0.241267)
(0.138527,0.239258)
(0.141917,0.237201)
(0.145275,0.235097)
(0.1486,0.232946)
(0.151892,0.230749)
(0.155149,0.228506)
(0.158373,0.226218)
(0.161561,0.223886)
(0.164714,0.22151)
(0.16783,0.219091)
(0.17091,0.216629)
(0.173952,0.214125)
(0.176957,0.211579)
(0.179923,0.208993)
(0.182851,0.206367)
(0.185739,0.203701)
(0.188588,0.200996)
(0.191397,0.198253)
(0.194165,0.195473)
(0.196891,0.192655)
(0.199577,0.189801)
(0.202221,0.186911)
(0.204822,0.183986)
(0.207381,0.181027)
(0.209897,0.178033)
(0.212369,0.175007)
(0.214798,0.171947)
(0.217182,0.168856)
(0.219522,0.165734)
(0.221818,0.162581)
(0.224068,0.159398)
(0.226273,0.156185)
(0.228433,0.152944)
(0.230546,0.149674)
(0.232613,0.146377)
(0.234634,0.143053)
(0.236608,0.139703)
(0.238535,0.136327)
(0.240414,0.132926)
(0.242246,0.1295)
(0.24403,0.126051)
(0.245766,0.122579)
(0.247454,0.119084)
(0.249093,0.115567)
(0.250683,0.112029)
(0.252225,0.10847)
(0.253717,0.104891)
(0.25516,0.101293)
(0.256553,0.0976756)
(0.257897,0.0940401)
(0.25919,0.090387)
(0.260434,0.086717)
(0.261627,0.0830305)
(0.262769,0.0793282)
(0.263861,0.0756108)
(0.264902,0.0718788)
(0.265892,0.068133)
(0.266831,0.0643737)
(0.267718,0.0606019)
(0.268554,0.0568179)
(0.269338,0.0530225)
(0.27007,0.0492162)
(0.270751,0.0453997)
(0.271379,0.0415737)
(0.271955,0.0377387)
(0.272478,0.0338954)
(0.272949,0.0300444)
(0.273368,0.0261864)
(0.273733,0.0223219)
(0.274046,0.0184517)
(0.274306,0.0145763)
(0.274512,0.0106964)
(0.274665,0.00681278)
(0.274766,0.00292594)
(0.274812,-0.000963412)
(0.274805,-0.00485462)
(0.274745,-0.008747)
(0.274631,-0.0126399)
(0.274463,-0.0165326)
(0.274242,-0.0204246)
(0.273966,-0.0243149)
(0.273637,-0.0282031)
(0.273254,-0.0320884)
(0.272816,-0.0359701)
(0.272325,-0.0398474)
(0.27178,-0.0437198)
(0.271181,-0.0475865)
(0.270528,-0.0514468)
(0.269821,-0.0552999)
(0.269059,-0.0591452)
(0.268244,-0.0629819)
(0.267375,-0.0668093)
(0.266452,-0.0706266)
(0.265475,-0.0744332)
(0.264445,-0.0782283)
(0.263361,-0.0820111)
(0.262223,-0.0857809)
(0.261032,-0.089537)
(0.259787,-0.0932787)
(0.258489,-0.097005)
(0.257138,-0.100715)
(0.255735,-0.104409)
(0.254278,-0.108085)
(0.252769,-0.111743)
(0.251208,-0.115382)
(0.249595,-0.119001)
(0.24793,-0.1226)
(0.246213,-0.126177)
(0.244445,-0.129733)
(0.242625,-0.133265)
(0.240756,-0.136775)
(0.238835,-0.14026)
(0.236865,-0.143719)
(0.234845,-0.147154)
(0.232775,-0.150561)
(0.230657,-0.153942)
(0.22849,-0.157295)
(0.226275,-0.160619)
(0.224012,-0.163914)
(0.221703,-0.167179)
(0.219346,-0.170413)
(0.216944,-0.173616)
(0.214496,-0.176787)
(0.212003,-0.179925)
(0.209465,-0.18303)
(0.206884,-0.186101)
(0.20426,-0.189137)
(0.201593,-0.192138)
(0.198884,-0.195104)
(0.196134,-0.198033)
(0.193344,-0.200926)
(0.190514,-0.203781)
(0.187645,-0.206598)
(0.184737,-0.209377)
(0.181793,-0.212117)
(0.178812,-0.214818)
(0.175796,-0.217479)
(0.172745,-0.2201)
(0.16966,-0.22268)
(0.166542,-0.22522)
(0.163392,-0.227718)
(0.160212,-0.230175)
(0.157002,-0.23259)
(0.153763,-0.234963)
(0.150496,-0.237294)
(0.147203,-0.239583)
(0.143884,-0.241829)
(0.14054,-0.244033)
(0.137174,-0.246193)
(0.133786,-0.248312)
(0.130377,-0.250387)
(0.126948,-0.252419)
(0.123502,-0.254409)
(0.120038,-0.256356)
(0.116559,-0.258261)
(0.113066,-0.260124)
(0.10956,-0.261944)
(0.106043,-0.263723)
(0.102516,-0.265461)
(0.0989803,-0.267157)
(0.0954379,-0.268812)
(0.0918902,-0.270427)
(0.0883387,-0.272002)
(0.0847849,-0.273538)
(0.0812306,-0.275035)
(0.0776772,-0.276494)
(0.0741266,-0.277915)
(0.0705804,-0.2793)
(0.0670403,-0.280648)
(0.063508,-0.281961)
(0.0599853,-0.283239)
(0.056474,-0.284484)
(0.0529759,-0.285695)
(0.0494929,-0.286875)
(0.0460268,-0.288024)
(0.0425794,-0.289143)
(0.0391526,-0.290233)
(0.0357482,-0.291295)
(0.0323677,-0.292329)
(0.0290118,-0.293335)
(0.0256794,-0.294308)
(0.0223635,-0.295238)
(0.019042,-0.296088)
(0.0156508,-0.296758)
(0.0120398,-0.297021)
(0.00854344,-0.297393)
(0.00516709,-0.297881)
(0.0018923,-0.29845)
(-0.0012948,-0.299075)
(-0.00440215,-0.299742)
(-0.0074336,-0.30044)
(-0.0103905,-0.301165)
(-0.0132726,-0.301915)
(-0.0160787,-0.302688)
(-0.0188067,-0.303485)
(-0.0214539,-0.304306)
(-0.0240167,-0.305154)
(-0.0264907,-0.306032)
(-0.0288702,-0.306945)
(-0.0311473,-0.307899)
(-0.0333111,-0.308905)
(-0.0353451,-0.309981)
(-0.037225,-0.311151)
(-0.0389226,-0.312445)
(-0.04046,-0.313833)
(-0.0422227,-0.314862)
(-0.0440151,-0.315766)
(-0.0457642,-0.316633)
(-0.0474422,-0.317493)
(-0.0490378,-0.318361)
(-0.0505456,-0.319241)
(-0.0519625,-0.320135)
(-0.0532863,-0.321044)
(-0.0545152,-0.321971)
(-0.0556472,-0.322914)
(-0.0566808,-0.323875)
(-0.0576144,-0.324855)
(-0.0584463,-0.325854)
(-0.059175,-0.326871)
(-0.0597992,-0.327908)
(-0.0603173,-0.328965)
(-0.060728,-0.330041)
(-0.06103,-0.331136)
(-0.0612222,-0.33225)
(-0.0613032,-0.333384)
(-0.061272,-0.334536)
(-0.0611278,-0.335706)
(-0.0608697,-0.336894)
(-0.0604978,-0.338099)
(-0.0600137,-0.339318)
(-0.059423,-0.340551)
(-0.0587434,-0.341792)
(-0.0580234,-0.343029)
(-0.0573978,-0.344232)
(-0.0571112,-0.345347)
(-0.0565494,-0.346516)
(-0.05571,-0.347735)
(-0.0546336,-0.348992)
(-0.0533517,-0.350276)
(-0.0518842,-0.35158)
(-0.0502433,-0.352897)
(-0.0484366,-0.354224)
(-0.0464685,-0.355555)
(-0.0443419,-0.356888)
(-0.042058,-0.35822)
(-0.0396171,-0.359546)
(-0.0370184,-0.360864)
(-0.0342593,-0.36217)
(-0.0313354,-0.363462)
(-0.0282392,-0.364737)
(-0.0249577,-0.365991)
(-0.0214693,-0.367223)
(-0.0177408,-0.36843)
(-0.0137356,-0.369609)
(-0.00952687,-0.370751)
(-0.0056946,-0.37182)
(-0.00193194,-0.372836)
(0.00187239,-0.373805)
(0.00575798,-0.374725)
(0.00973818,-0.375596)
(0.0138166,-0.376415)
(0.0179933,-0.377179)
(0.0222669,-0.377884)
(0.0266356,-0.378528)
(0.0310971,-0.379108)
(0.035649,-0.379621)
(0.040289,-0.380063)
(0.0450145,-0.380433)
(0.0498227,-0.380726)
(0.054711,-0.38094)
(0.0596764,-0.381072)
(0.0647161,-0.381119)
(0.0698269,-0.381079)
(0.0750058,-0.380948)
(0.0802496,-0.380725)
(0.085555,-0.380406)
(0.0909185,-0.379989)
(0.0963368,-0.379472)
(0.101806,-0.378853)
(0.107323,-0.378129)
(0.112885,-0.377297)
(0.118486,-0.376357)
(0.124124,-0.375306)
(0.129794,-0.374143)
(0.135493,-0.372865)
(0.141217,-0.371471)
(0.146961,-0.36996)
(0.152722,-0.368331)
(0.158496,-0.366581)
(0.164278,-0.364711)
(0.170065,-0.362719)
(0.175851,-0.360604)
(0.181634,-0.358366)
(0.187408,-0.356005)
(0.19317,-0.353519)
(0.198915,-0.35091)
(0.20464,-0.348175)
(0.210339,-0.345317)
(0.216009,-0.342335)
(0.221646,-0.339228)
(0.227245,-0.335999)
(0.232802,-0.332647)
(0.238313,-0.329174)
(0.243775,-0.32558)
(0.249183,-0.321866)
(0.254533,-0.318034)
(0.259821,-0.314085)
(0.265044,-0.31002)
(0.270198,-0.305842)
(0.275278,-0.301551)
(0.280283,-0.297151)
(0.285207,-0.292643)
(0.290047,-0.288028)
(0.294801,-0.283311)
(0.299464,-0.278492)
(0.304034,-0.273575)
(0.308508,-0.268562)
(0.312883,-0.263456)
(0.317156,-0.25826)
(0.321323,-0.252977)
(0.325384,-0.24761)
(0.329335,-0.242161)
(0.333173,-0.236635)
(0.336897,-0.231035)
(0.340505,-0.225363)
(0.343995,-0.219624)
(0.347364,-0.213821)
(0.350612,-0.207958)
(0.353737,-0.202037)
(0.356737,-0.196064)
(0.359611,-0.190041)
(0.362358,-0.183973)
(0.364978,-0.177862)
(0.367469,-0.171713)
(0.369831,-0.165531)
(0.372064,-0.159317)
(0.374166,-0.153077)
(0.376139,-0.146814)
(0.377981,-0.140531)
(0.379693,-0.134233)
(0.381276,-0.127924)
(0.382729,-0.121607)
(0.384054,-0.115285)
(0.385251,-0.108963)
(0.38632,-0.102644)
(0.387263,-0.0963309)
(0.388081,-0.0900281)
(0.388775,-0.0837386)
(0.389346,-0.0774658)
(0.389796,-0.071213)
(0.390126,-0.0649833)
(0.390339,-0.0587798)
(0.390435,-0.0526055)
(0.390417,-0.0464634)
(0.390287,-0.0403563)
(0.390047,-0.0342868)
(0.389699,-0.0282575)
(0.389245,-0.0222711)
(0.388688,-0.0163297)
(0.38803,-0.0104358)
(0.387274,-0.00459146)
(0.386421,0.0012013)
(0.385476,0.00694057)
(0.38444,0.0126246)
(0.383316,0.0182516)
(0.382106,0.0238202)
(0.380815,0.029329)
(0.379444,0.0347766)
(0.377996,0.040162)
(0.376474,0.0454841)
(0.374881,0.050742)
(0.37322,0.0559351)
(0.371493,0.0610627)
(0.369704,0.0661242)
(0.367855,0.0711194)
(0.365949,0.076048)
(0.363989,0.08091)
(0.361977,0.0857052)
(0.359917,0.090434)
(0.357811,0.0950964)
(0.355661,0.0996929)
(0.35347,0.104224)
(0.351241,0.10869)
(0.348976,0.113092)
(0.346677,0.117431)
(0.344347,0.121707)
(0.341988,0.125922)
(0.339602,0.130077)
(0.33719,0.134172)
(0.334756,0.13821)
(0.332301,0.142191)
(0.329826,0.146116)
(0.327333,0.149988)
(0.324824,0.153808)
(0.3223,0.157577)
(0.319763,0.161297)
(0.317214,0.16497)
(0.314653,0.168598)
(0.312083,0.172182)
(0.309503,0.175723)
(0.306915,0.179225)
(0.30432,0.182688)
(0.301717,0.186115)
(0.299107,0.189507)
(0.296491,0.192866)
(0.293869,0.196194)
(0.291241,0.199493)
(0.288606,0.202765)
(0.285965,0.206011)
(0.283318,0.209234)
(0.280663,0.212434)
(0.278001,0.215614)
(0.275331,0.218776)
(0.272653,0.22192)
(0.269965,0.225049)
(0.267267,0.228163)
(0.264557,0.231265)
(0.261835,0.234355)
(0.259099,0.237435)
(0.256349,0.240507)
(0.253583,0.24357)
(0.250799,0.246627)
(0.247996,0.249677)
(0.245173,0.252723)
(0.242328,0.255764)
(0.239459,0.258802)
(0.236564,0.261836)
(0.233643,0.264868)
(0.230693,0.267897)
(0.227712,0.270924)
(0.224698,0.273948)
(0.22165,0.276971)
(0.218566,0.279991)
(0.215444,0.283008)
(0.212281,0.286023)
(0.209077,0.289034)
(0.205829,0.292041)
(0.202535,0.295043)
(0.199193,0.29804)
(0.195802,0.301029)
(0.19236,0.304012)
(0.188864,0.306985)
(0.185314,0.309949)
(0.181707,0.3129)
(0.178042,0.315839)
(0.174318,0.318763)
(0.170532,0.321671)
(0.166684,0.32456)
(0.162771,0.327429)
(0.158793,0.330276)
(0.154749,0.333099)
(0.150636,0.335895)
(0.146455,0.338662)
(0.142204,0.341398)
(0.137883,0.344101)
(0.13349,0.346767)
(0.129025,0.349395)
(0.124488,0.351981)
(0.119877,0.354524)
(0.115194,0.357019)
(0.110437,0.359465)
(0.105606,0.361859)
(0.100702,0.364197)
(0.0957253,0.366477)
(0.0906752,0.368696)
(0.0855526,0.370851)
(0.0803582,0.372939)
(0.0750925,0.374957)
(0.0697564,0.376902)
(0.064351,0.378771)
(0.0588773,0.380562)
(0.0533366,0.382271)
(0.0477301,0.383895)
(0.0420595,0.385432)
(0.0363264,0.386879)
(0.0305324,0.388233)
(0.0246795,0.389491)
(0.0187698,0.39065)
(0.0128052,0.391708)
(0.00678812,0.392663)
(0.000720886,0.393512)
(-0.00539403,0.394252)
(-0.011554,0.394882)
(-0.0177564,0.395398)
(-0.0239983,0.395799)
(-0.0302769,0.396083)
(-0.0365892,0.396248)
(-0.042932,0.396292)
(-0.0493022,0.396213)
(-0.0556966,0.39601)
(-0.0621116,0.395681)
(-0.0685441,0.395225)
(-0.0749904,0.39464)
(-0.081447,0.393925)
(-0.0879103,0.393081)
(-0.0943766,0.392104)
(-0.100842,0.390996)
(-0.107304,0.389755)
(-0.113757,0.38838)
(-0.120198,0.386873)
(-0.126623,0.385231)
(-0.133029,0.383456)
(-0.139411,0.381548)
(-0.145766,0.379506)
(-0.15209,0.377331)
(-0.158378,0.375024)
(-0.164628,0.372586)
(-0.170835,0.370017)
(-0.176995,0.367319)
(-0.183106,0.364491)
(-0.189162,0.361537)
(-0.195161,0.358457)
(-0.201099,0.355252)
(-0.206972,0.351925)
(-0.212777,0.348477)
(-0.21851,0.344911)
(-0.224168,0.341227)
(-0.229748,0.337429)
(-0.235247,0.333519)
(-0.240661,0.3295)
(-0.245988,0.325373)
(-0.251224,0.321141)
(-0.256367,0.316808)
(-0.261415,0.312375)
(-0.266364,0.307847)
(-0.271212,0.303226)
(-0.275957,0.298514)
(-0.280597,0.293717)
(-0.285129,0.288835)
(-0.289552,0.283874)
(-0.293864,0.278836)
(-0.298063,0.273725)
(-0.302148,0.268545)
(-0.306116,0.263298)
(-0.309968,0.257988)
(-0.313701,0.25262)
(-0.317315,0.247196)
(-0.320809,0.241721)
(-0.324182,0.236198)
(-0.327434,0.23063)
(-0.330564,0.225022)
(-0.333572,0.219377)
(-0.336458,0.213698)
(-0.339222,0.20799)
(-0.341863,0.202256)
(-0.344383,0.196499)
(-0.346782,0.190724)
(-0.34906,0.184933)
(-0.351218,0.179131)
(-0.353256,0.173319)
(-0.355176,0.167503)
(-0.356979,0.161685)
(-0.358666,0.155868)
(-0.360238,0.150056)
(-0.361696,0.144251)
(-0.363043,0.138457)
(-0.364279,0.132676)
(-0.365407,0.126912)
(-0.366428,0.121166)
(-0.367345,0.115442)
(-0.368158,0.109742)
(-0.368871,0.104069)
(-0.369485,0.0984239)
(-0.370002,0.09281)
(-0.370426,0.0872292)
(-0.370757,0.0816832)
(-0.371,0.076174)
(-0.371155,0.0707031)
(-0.371226,0.0652723)
(-0.371215,0.0598828)
(-0.371124,0.0545362)
(-0.370957,0.0492334)
(-0.370715,0.0439757)
(-0.370402,0.038764)
(-0.370019,0.033599)
(-0.36957,0.0284815)
(-0.369057,0.023412)
(-0.368483,0.0183909)
(-0.36785,0.0134186)
(-0.367161,0.00849525)
(-0.366418,0.00362092)
(-0.365624,-0.00120444)
(-0.364782,-0.005981)
(-0.363893,-0.010709)
(-0.362959,-0.015389)
(-0.361984,-0.0200213)
(-0.36097,-0.0246065)
(-0.359918,-0.0291455)
(-0.358831,-0.0336389)
(-0.357711,-0.0380877)
(-0.356559,-0.042493)
(-0.355378,-0.0468556)
(-0.354169,-0.0511769)
(-0.352934,-0.055458)
(-0.351674,-0.0597003)
(-0.350392,-0.0639051)
(-0.349088,-0.0680738)
(-0.347763,-0.0722079)
(-0.34642,-0.0763091)
(-0.345058,-0.0803788)
(-0.343679,-0.0844187)
(-0.342284,-0.0884305)
(-0.340873,-0.0924158)
(-0.339447,-0.0963763)
(-0.338007,-0.100314)
(-0.336552,-0.10423)
(-0.335084,-0.108127)
(-0.333602,-0.112006)
(-0.332107,-0.115869)
(-0.330597,-0.119717)
(-0.329074,-0.123554)
(-0.327537,-0.127379)
(-0.325985,-0.131195)
(-0.324418,-0.135003)
(-0.322836,-0.138805)
(-0.321237,-0.142603)
(-0.31962,-0.146398)
(-0.317986,-0.150192)
(-0.316332,-0.153985)
(-0.314658,-0.157779)
(-0.312962,-0.161576)
(-0.311243,-0.165376)
(-0.3095,-0.169181)
(-0.307731,-0.172992)
(-0.305935,-0.176809)
(-0.30411,-0.180634)
(-0.302255,-0.184467)
(-0.300367,-0.188308)
(-0.298445,-0.192159)
(-0.296487,-0.196019)
(-0.294491,-0.19989)
(-0.292455,-0.203771)
(-0.290378,-0.207662)
(-0.288257,-0.211563)
(-0.28609,-0.215475)
(-0.283875,-0.219397)
(-0.28161,-0.223328)
(-0.279293,-0.227268)
(-0.276922,-0.231217)
(-0.274495,-0.235174)
(-0.27201,-0.239137)
(-0.269465,-0.243107)
(-0.266857,-0.247081)
(-0.264186,-0.251059)
